gene,volatile,dose_uM,seed,quiescent_fraction,command_rate_hz,network_rate_hz
dgk-1,halothane,10.0,219,0.0,31.760416666666668,11.003333333333334
dgk-1,halothane,10.0,7,0.0,30.401041666666668,10.509583333333333
goa-1,sevoflurane,3000.0,137,0.8333333333333334,1.7421875,0.4822222222222222
goa-1,sevoflurane,3000.0,219,0.8125,1.7838541666666667,0.5054166666666666
goa-1,sevoflurane,3000.0,7,0.7916666666666666,1.5546875,0.435
goa-1,sevoflurane,3000.0,91,0.7916666666666666,1.8723958333333333,0.5170833333333333
dgk-1,halothane,350.0,42,0.125,6.223958333333333,1.8058333333333334
dgk-1,halothane,350.0,137,0.125,5.4609375,1.6294444444444445
dgk-1,halothane,350.0,219,0.10416666666666667,6.364583333333333,1.8633333333333333
dgk-1,halothane,350.0,7,0.1875,5.200520833333333,1.5330555555555556
dgk-1,halothane,10.0,91,0.0,31.559895833333332,10.92388888888889
dgk-1,halothane,30.0,42,0.0,27.330729166666668,9.227222222222222
dgk-1,halothane,30.0,137,0.0,25.247395833333332,8.680694444444445
dgk-1,halothane,30.0,219,0.0,27.979166666666668,9.544583333333334
dgk-1,halothane,100.0,219,0.0,17.5390625,5.72375
dgk-1,halothane,100.0,7,0.0,16.088541666666668,5.2252777777777775
dgk-1,halothane,100.0,91,0.0,17.8125,5.789583333333334
dgk-1,halothane,200.0,42,0.0,10.770833333333334,3.317638888888889
dgk-1,halothane,30.0,7,0.0,25.997395833333332,8.836388888888889
dgk-1,halothane,30.0,91,0.0,27.489583333333332,9.341805555555556
dgk-1,halothane,100.0,42,0.0,17.265625,5.618055555555555
dgk-1,halothane,100.0,137,0.0,16.4921875,5.395138888888889
dgk-1,isoflurane,10.0,91,0.0,31.3203125,10.816666666666666
dgk-1,isoflurane,30.0,42,0.0,26.90625,9.081666666666667
dgk-1,isoflurane,30.0,137,0.0,24.697916666666668,8.459305555555556
dgk-1,isoflurane,30.0,219,0.0,27.4140625,9.3325
dgk-1,halothane,200.0,137,0.020833333333333332,10.096354166666666,3.1205555555555557
dgk-1,halothane,200.0,219,0.0,11.2109375,3.4544444444444444
dgk-1,halothane,200.0,7,0.0,9.619791666666666,2.95625
dgk-1,halothane,200.0,91,0.0,10.203125,3.183611111111111
dgk-1,halothane,350.0,91,0.0625,5.8984375,1.7313888888888889
dgk-1,halothane,500.0,42,0.3333333333333333,4.1953125,1.1668055555555557
dgk-1,halothane,500.0,137,0.375,3.7942708333333335,1.0834722222222222
dgk-1,halothane,500.0,219,0.3958333333333333,4.03125,1.146388888888889
dgk-1,halothane,1000.0,219,0.875,1.6822916666666667,0.4776388888888889
dgk-1,halothane,1000.0,7,0.8125,1.4973958333333333,0.42277777777777775
dgk-1,halothane,1000.0,91,0.8541666666666666,1.9713541666666667,0.5419444444444445
dgk-1,halothane,3000.0,42,1.0,0.6276041666666666,0.19944444444444445
dgk-1,halothane,500.0,7,0.4166666666666667,3.3645833333333335,0.9602777777777778
dgk-1,halothane,500.0,91,0.2916666666666667,4.052083333333333,1.1472222222222221
dgk-1,halothane,1000.0,42,0.8333333333333334,1.7317708333333333,0.4697222222222222
dgk-1,halothane,1000.0,137,0.8958333333333334,1.6197916666666667,0.4572222222222222
dgk-1,halothane,3000.0,137,1.0,0.6276041666666666,0.20347222222222222
dgk-1,halothane,3000.0,219,1.0,0.6901041666666666,0.21583333333333332
dgk-1,halothane,3000.0,7,0.9583333333333334,0.6666666666666666,0.21472222222222223
dgk-1,halothane,3000.0,91,0.9791666666666666,0.8020833333333334,0.2425
dgk-1,isoflurane,30.0,7,0.0,25.9375,8.797777777777778
dgk-1,isoflurane,30.0,91,0.0,27.0859375,9.195972222222222
dgk-1,isoflurane,100.0,42,0.0,16.203125,5.245972222222222
dgk-1,isoflurane,100.0,137,0.0,15.380208333333334,5.035972222222222
dgk-1,isoflurane,10.0,42,0.0,31.244791666666668,10.7375
dgk-1,isoflurane,10.0,137,0.0,29.7734375,10.33875
dgk-1,isoflurane,10.0,219,0.0,31.520833333333332,10.904861111111112
dgk-1,isoflurane,10.0,7,0.0,30.130208333333332,10.424861111111111
dgk-1,isoflurane,500.0,7,0.4791666666666667,3.265625,0.9344444444444444
dgk-1,isoflurane,500.0,91,0.2916666666666667,4.020833333333333,1.1440277777777779
dgk-1,isoflurane,1000.0,42,0.7916666666666666,1.828125,0.5029166666666667
dgk-1,isoflurane,1000.0,137,0.875,1.828125,0.5066666666666667
dgk-1,isoflurane,100.0,219,0.0,16.627604166666668,5.405833333333334
dgk-1,isoflurane,100.0,7,0.0,15.239583333333334,4.931111111111111
dgk-1,isoflurane,100.0,91,0.0,17.140625,5.542361111111111
dgk-1,isoflurane,200.0,42,0.0,10.182291666666666,3.122916666666667
dgk-1,isoflurane,200.0,137,0.020833333333333332,9.3671875,2.9030555555555555
dgk-1,isoflurane,200.0,219,0.0,10.546875,3.2408333333333332
dgk-1,isoflurane,200.0,7,0.041666666666666664,8.872395833333334,2.7311111111111113
dgk-1,isoflurane,200.0,91,0.0,9.549479166666666,2.9780555555555557
dgk-1,sevoflurane,100.0,219,0.0,16.46875,5.331388888888889
dgk-1,sevoflurane,100.0,7,0.0,14.830729166666666,4.794305555555556
dgk-1,sevoflurane,100.0,91,0.0,16.755208333333332,5.412638888888889
dgk-1,sevoflurane,200.0,42,0.0,9.958333333333334,3.0404166666666668
dgk-1,isoflurane,350.0,91,0.0625,5.677083333333333,1.6552777777777778
dgk-1,isoflurane,500.0,42,0.3541666666666667,4.114583333333333,1.14625
dgk-1,isoflurane,500.0,137,0.3958333333333333,3.671875,1.0533333333333332
dgk-1,isoflurane,500.0,219,0.3541666666666667,4.072916666666667,1.1575
dgk-1,isoflurane,350.0,42,0.125,6.0,1.7320833333333334
dgk-1,isoflurane,350.0,137,0.16666666666666666,5.34375,1.592638888888889
dgk-1,isoflurane,350.0,219,0.125,5.8984375,1.7434722222222223
dgk-1,isoflurane,350.0,7,0.22916666666666666,4.934895833333333,1.45375
dgk-1,isoflurane,1000.0,219,0.8333333333333334,1.7291666666666667,0.4936111111111111
dgk-1,isoflurane,1000.0,7,0.7708333333333334,1.6953125,0.4677777777777778
dgk-1,isoflurane,1000.0,91,0.7291666666666666,2.1119791666666665,0.5831944444444445
dgk-1,isoflurane,3000.0,42,1.0,0.65625,0.20930555555555555
dgk-1,isoflurane,3000.0,137,0.9791666666666666,0.8645833333333334,0.2477777777777778
dgk-1,isoflurane,3000.0,219,0.9791666666666666,0.8229166666666666,0.24513888888888888
dgk-1,isoflurane,3000.0,7,0.9375,0.8776041666666666,0.2565277777777778
dgk-1,isoflurane,3000.0,91,0.9583333333333334,0.9869791666666666,0.27708333333333335
dgk-1,sevoflurane,10.0,91,0.0,30.984375,10.699722222222222
dgk-1,sevoflurane,30.0,42,0.0,26.591145833333332,8.954305555555555
dgk-1,sevoflurane,30.0,137,0.0,24.729166666666668,8.45888888888889
dgk-1,sevoflurane,30.0,219,0.0,26.807291666666668,9.109166666666667
dgk-1,sevoflurane,10.0,42,0.0,30.799479166666668,10.574583333333333
dgk-1,sevoflurane,10.0,137,0.0,29.731770833333332,10.312916666666666
dgk-1,sevoflurane,10.0,219,0.0,31.427083333333332,10.862361111111111
dgk-1,sevoflurane,10.0,7,0.0,30.171875,10.416527777777778
dgk-1,sevoflurane,350.0,42,0.125,5.971354166666667,1.7333333333333334
dgk-1,sevoflurane,350.0,137,0.1875,5.315104166666667,1.5841666666666667
dgk-1,sevoflurane,350.0,219,0.125,6.005208333333333,1.7655555555555555
dgk-1,sevoflurane,350.0,7,0.22916666666666666,5.026041666666667,1.4813888888888889
dgk-1,sevoflurane,30.0,7,0.0,25.924479166666668,8.770694444444445
dgk-1,sevoflurane,30.0,91,0.0,26.703125,9.032777777777778
dgk-1,sevoflurane,100.0,42,0.0,15.6953125,5.067638888888889
dgk-1,sevoflurane,100.0,137,0.0,15.0078125,4.878611111111111
dgk-1,sevoflurane,200.0,137,0.041666666666666664,9.138020833333334,2.8241666666666667
dgk-1,sevoflurane,200.0,219,0.0,10.333333333333334,3.175
dgk-1,sevoflurane,200.0,7,0.041666666666666664,8.6640625,2.66125
dgk-1,sevoflurane,200.0,91,0.0,9.322916666666666,2.9029166666666666
dgk-1,sevoflurane,350.0,91,0.041666666666666664,5.671875,1.6491666666666667
dgk-1,sevoflurane,500.0,42,0.3333333333333333,4.1328125,1.1547222222222222
dgk-1,sevoflurane,500.0,137,0.3958333333333333,3.71875,1.0730555555555557
dgk-1,sevoflurane,500.0,219,0.3125,4.40625,1.2502777777777778
dgk-1,sevoflurane,1000.0,219,0.7083333333333334,1.9661458333333333,0.5588888888888889
dgk-1,sevoflurane,1000.0,7,0.75,1.8046875,0.5031944444444445
dgk-1,sevoflurane,1000.0,91,0.6875,2.2786458333333335,0.6377777777777778
dgk-1,sevoflurane,3000.0,42,0.9791666666666666,0.9453125,0.26958333333333334
dgk-1,sevoflurane,500.0,7,0.4791666666666667,3.40625,0.9791666666666666
dgk-1,sevoflurane,500.0,91,0.2708333333333333,4.192708333333333,1.1913888888888888
dgk-1,sevoflurane,1000.0,42,0.75,2.0520833333333335,0.5673611111111111
dgk-1,sevoflurane,1000.0,137,0.8125,2.0208333333333335,0.5651388888888889
dgk-1,sevoflurane,3000.0,137,0.9375,1.1041666666666667,0.29944444444444446
dgk-1,sevoflurane,3000.0,219,0.9583333333333334,1.1015625,0.30916666666666665
dgk-1,sevoflurane,3000.0,7,0.8958333333333334,1.0651041666666667,0.2965277777777778
dgk-1,sevoflurane,3000.0,91,0.9583333333333334,1.1223958333333333,0.3173611111111111
